		Total			MonoSyll			Initial			Medial			Final			nGram_Total			nGram_Word_initial
phones	Syllable Length	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF
Glis	4	2	10.000000	2.302585	0	0.000000	0.000000	2	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	2	10.000000	2.302585	2	10.000000	2.302585	
rjar	4	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	20	50.000000	3.912023	1	1.000000	0.000000	
GlOs	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
Glos	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	5	22.000000	3.091042	2	3.000000	1.098612	
Glot	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
Nut	3	1	28.000000	3.332205	0	0.000000	0.000000	1	28.000000	3.332205	0	0.000000	0.000000	0	0.000000	0.000000	1	28.000000	3.332205	1	28.000000	3.332205	
GOb	3	5	7.000000	1.945910	0	0.000000	0.000000	5	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	7	9.000000	2.197225	6	8.000000	2.079442	
Gob	3	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	15	26.000000	3.258097	5	7.000000	1.945910	
GOf	3	5	18.000000	2.890372	0	0.000000	0.000000	5	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	7	29.000000	3.367296	5	18.000000	2.890372	
Gof	3	7	17.000000	2.833213	0	0.000000	0.000000	6	16.000000	2.772589	1	1.000000	0.000000	0	0.000000	0.000000	9	27.000000	3.295837	6	16.000000	2.772589	
GOg	3	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	11	32.000000	3.465736	1	3.000000	1.098612	
GOL	3	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
Gol	3	30	183.000000	5.209486	0	0.000000	0.000000	19	165.000000	5.105945	11	18.000000	2.890372	0	0.000000	0.000000	311	2814.000000	7.942362	53	386.000000	5.955837	
GOlf	4	3	56.000000	4.025352	2	55.000000	4.007333	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	4	58.000000	4.060443	2	55.000000	4.007333	
Gom	3	24	156.000000	5.049856	0	0.000000	0.000000	14	113.000000	4.727388	10	43.000000	3.761200	0	0.000000	0.000000	110	787.000000	6.668228	21	183.000000	5.209486	
fjag	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
fjar	4	8	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	8	9.000000	2.197225	0	0.000000	0.000000	15	36.000000	3.583519	0	0.000000	0.000000	
GOnG	4	2	9.000000	2.197225	2	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	9.000000	2.197225	2	9.000000	2.197225	
GOr	3	8	75.000000	4.317488	0	0.000000	0.000000	4	69.000000	4.234107	1	1.000000	0.000000	3	5.000000	1.609438	40	332.000000	5.805135	12	105.000000	4.653960	
Geg	3	12	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	12	17.000000	2.833213	0	0.000000	0.000000	12	17.000000	2.833213	0	0.000000	0.000000	
GoZ	3	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
Grab	4	2	2.000000	0.693147	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	3	3.000000	1.098612	1	1.000000	0.000000	
Grak	4	6	12.000000	2.484907	0	0.000000	0.000000	6	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	7	13.000000	2.564949	7	13.000000	2.564949	
dwal	4	3	34.000000	3.526361	0	0.000000	0.000000	0	0.000000	0.000000	3	34.000000	3.526361	0	0.000000	0.000000	15	84.000000	4.430817	1	5.000000	1.609438	
dwaz	4	2	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	2	17.000000	2.833213	0	0.000000	0.000000	2	17.000000	2.833213	0	0.000000	0.000000	
GraN	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
GwiN	4	6	36.000000	3.583519	0	0.000000	0.000000	0	0.000000	0.000000	6	36.000000	3.583519	0	0.000000	0.000000	6	36.000000	3.583519	0	0.000000	0.000000	
sOc	3	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	24	193.000000	5.262690	16	166.000000	5.111988	
soc	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	136	3350.000000	8.116716	58	2605.000000	7.865188	
sOL	3	14	191.000000	5.252273	0	0.000000	0.000000	13	190.000000	5.247024	1	1.000000	0.000000	0	0.000000	0.000000	14	191.000000	5.252273	13	190.000000	5.247024	
Grat	4	28	118.000000	4.770685	0	0.000000	0.000000	27	110.000000	4.700480	1	8.000000	2.079442	0	0.000000	0.000000	161	752.000000	6.622736	70	409.000000	6.013715	
tug	3	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	8	41.000000	3.713572	0	0.000000	0.000000	
tuj	3	3	63.000000	4.143135	0	0.000000	0.000000	0	0.000000	0.000000	3	63.000000	4.143135	0	0.000000	0.000000	6	67.000000	4.204693	1	1.000000	0.000000	
zjEl	4	1	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	1	9.000000	2.197225	0	0.000000	0.000000	1	9.000000	2.197225	0	0.000000	0.000000	
zjot	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	
GrEk	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	11	160.000000	5.075174	11	160.000000	5.075174	
GrEg	4	2	16.000000	2.772589	0	0.000000	0.000000	2	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	3	25.000000	3.218876	2	16.000000	2.772589	
Greg	4	3	11.000000	2.397895	0	0.000000	0.000000	3	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	4	21.000000	3.044522	3	11.000000	2.397895	
GreN	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	1	2.000000	0.693147	
Guc	3	6	30.000000	3.401197	0	0.000000	0.000000	4	21.000000	3.044522	2	9.000000	2.197225	0	0.000000	0.000000	6	30.000000	3.401197	4	21.000000	3.044522	
Grem	4	6	34.000000	3.526361	0	0.000000	0.000000	6	34.000000	3.526361	0	0.000000	0.000000	0	0.000000	0.000000	12	53.000000	3.970292	12	53.000000	3.970292	
miS	3	13	102.000000	4.624973	0	0.000000	0.000000	10	97.000000	4.574711	3	5.000000	1.609438	0	0.000000	0.000000	13	102.000000	4.624973	10	97.000000	4.574711	
Grep	4	4	9.000000	2.197225	0	0.000000	0.000000	4	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	4	9.000000	2.197225	4	9.000000	2.197225	
GreZ	4	4	14.000000	2.639057	0	0.000000	0.000000	4	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	6	16.000000	2.772589	4	14.000000	2.639057	
GrjE	4	2	2.000000	0.693147	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	1	1.000000	0.000000	
Grif	4	8	13.000000	2.564949	0	0.000000	0.000000	8	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	15	28.000000	3.332205	13	22.000000	3.091042	
gaZ	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
GriL	4	9	51.000000	3.931826	0	0.000000	0.000000	9	51.000000	3.931826	0	0.000000	0.000000	0	0.000000	0.000000	10	52.000000	3.951244	9	51.000000	3.931826	
Gril	4	12	66.000000	4.189655	2	8.000000	2.079442	10	58.000000	4.060443	0	0.000000	0.000000	0	0.000000	0.000000	15	75.000000	4.317488	12	66.000000	4.189655	
maw	3	16	388.000000	5.961005	0	0.000000	0.000000	14	384.000000	5.950643	2	4.000000	1.386294	0	0.000000	0.000000	16	388.000000	5.961005	14	384.000000	5.950643	
Grin	4	16	83.000000	4.418841	0	0.000000	0.000000	11	73.000000	4.290459	4	4.000000	1.386294	1	6.000000	1.791759	48	258.000000	5.552960	11	73.000000	4.290459	
Gris	4	7	13.000000	2.564949	0	0.000000	0.000000	5	8.000000	2.079442	1	1.000000	0.000000	1	4.000000	1.386294	16	38.000000	3.637586	11	24.000000	3.178054	
Griz	4	3	28.000000	3.332205	0	0.000000	0.000000	1	1.000000	0.000000	2	27.000000	3.295837	0	0.000000	0.000000	4	29.000000	3.367296	1	1.000000	0.000000	
GrOl	4	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	3	6.000000	1.791759	
Gron	4	11	17.000000	2.833213	0	0.000000	0.000000	11	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	20	38.000000	3.637586	11	17.000000	2.833213	
pjus	4	1	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	8.000000	2.079442	1	8.000000	2.079442	0	0.000000	0.000000	
Grop	4	2	7.000000	1.945910	0	0.000000	0.000000	2	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	3	8.000000	2.079442	2	7.000000	1.945910	
Gros	4	22	63.000000	4.143135	0	0.000000	0.000000	11	48.000000	3.871201	11	15.000000	2.708050	0	0.000000	0.000000	22	63.000000	4.143135	11	48.000000	3.871201	
seZ	3	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	
Gruc	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
GruL	4	1	29.000000	3.367296	0	0.000000	0.000000	1	29.000000	3.367296	0	0.000000	0.000000	0	0.000000	0.000000	1	29.000000	3.367296	1	29.000000	3.367296	
GruN	4	5	9.000000	2.197225	0	0.000000	0.000000	5	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	5	9.000000	2.197225	5	9.000000	2.197225	
NiS	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
Grul	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	1	1.000000	0.000000	
Gruz	4	1	5.000000	1.609438	0	0.000000	0.000000	1	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	1	5.000000	1.609438	1	5.000000	1.609438	
Gwam	4	2	2.000000	0.693147	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	5	16.000000	2.772589	1	1.000000	0.000000	
Gwap	4	2	6.000000	1.791759	0	0.000000	0.000000	2	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	2	6.000000	1.791759	2	6.000000	1.791759	
Gwaz	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	8	12.000000	2.484907	2	3.000000	1.098612	
Gub	3	3	7.000000	1.945910	0	0.000000	0.000000	3	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	11	24.000000	3.178054	7	11.000000	2.397895	
GuL	3	8	69.000000	4.234107	0	0.000000	0.000000	8	69.000000	4.234107	0	0.000000	0.000000	0	0.000000	0.000000	8	69.000000	4.234107	8	69.000000	4.234107	
Lel	3	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	49	176.000000	5.170484	7	114.000000	4.736198	
LOt	3	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	
Gwic	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
Gwin	4	2	13.000000	2.564949	0	0.000000	0.000000	1	11.000000	2.397895	0	0.000000	0.000000	1	2.000000	0.693147	52	169.000000	5.129899	3	29.000000	3.367296	
Gwit	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	89	1607.000000	7.382124	1	1.000000	0.000000	
Gwiz	4	8	30.000000	3.401197	0	0.000000	0.000000	8	30.000000	3.401197	0	0.000000	0.000000	0	0.000000	0.000000	9	31.000000	3.433987	8	30.000000	3.401197	
laG	3	2	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	8.000000	2.079442	84	497.000000	6.208590	20	331.000000	5.802118	
laS	3	132	3048.000000	8.022241	0	0.000000	0.000000	100	2838.000000	7.950855	31	209.000000	5.342334	1	1.000000	0.000000	132	3048.000000	8.022241	100	2838.000000	7.950855	
Gun	3	3	4.000000	1.386294	0	0.000000	0.000000	2	3.000000	1.098612	1	1.000000	0.000000	0	0.000000	0.000000	8	34.000000	3.526361	2	3.000000	1.098612	
Gur	3	9	16.000000	2.772589	0	0.000000	0.000000	1	1.000000	0.000000	8	15.000000	2.708050	0	0.000000	0.000000	189	1297.000000	7.167809	2	16.000000	2.772589	
GuS	3	2	17.000000	2.833213	0	0.000000	0.000000	2	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	13	38.000000	3.637586	2	17.000000	2.833213	
tav	3	1	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	11.000000	2.397895	497	4723.000000	8.460199	30	690.000000	6.536692	
ip	2	44	123.000000	4.812184	0	0.000000	0.000000	43	122.000000	4.804021	1	1.000000	0.000000	0	0.000000	0.000000	1624	12935.000000	9.467692	155	883.000000	6.783325	
tler	4	1	78.000000	4.356709	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	78.000000	4.356709	5	85.000000	4.442651	0	0.000000	0.000000	
ob	2	74	396.000000	5.981414	0	0.000000	0.000000	74	396.000000	5.981414	0	0.000000	0.000000	0	0.000000	0.000000	535	6411.000000	8.765771	128	1021.000000	6.928538	
Ob	2	7	249.000000	5.517453	0	0.000000	0.000000	7	249.000000	5.517453	0	0.000000	0.000000	0	0.000000	0.000000	128	1546.000000	7.343426	13	263.000000	5.572154	
Ok	2	25	1702.000000	7.439559	4	35.000000	3.555348	15	1576.000000	7.362645	6	91.000000	4.510860	0	0.000000	0.000000	414	9591.000000	9.168580	28	1689.000000	7.431892	
muz	3	4	22.000000	3.091042	0	0.000000	0.000000	3	20.000000	2.995732	1	2.000000	0.693147	0	0.000000	0.000000	4	22.000000	3.091042	3	20.000000	2.995732	
vjEl	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
jat	3	6	15.000000	2.708050	0	0.000000	0.000000	3	7.000000	1.945910	3	8.000000	2.079442	0	0.000000	0.000000	1085	6458.000000	8.773075	4	11.000000	2.397895	
ib	2	2	4.000000	1.386294	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	1472	14412.000000	9.575816	21	62.000000	4.127134	
skO	3	25	423.000000	6.047372	0	0.000000	0.000000	12	373.000000	5.921578	13	50.000000	3.912023	0	0.000000	0.000000	146	1143.000000	7.041412	71	921.000000	6.825460	
djoz	4	2	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	2	6.000000	1.791759	0	0.000000	0.000000	2	6.000000	1.791759	0	0.000000	0.000000	
draw	4	6	27.000000	3.295837	0	0.000000	0.000000	0	0.000000	0.000000	6	27.000000	3.295837	0	0.000000	0.000000	6	27.000000	3.295837	0	0.000000	0.000000	
dris	4	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	1	1.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	
sab	3	19	137.000000	4.919981	0	0.000000	0.000000	12	127.000000	4.844187	7	10.000000	2.302585	0	0.000000	0.000000	112	1988.000000	7.594884	45	663.000000	6.496775	
jer	3	5	27.000000	3.295837	0	0.000000	0.000000	4	20.000000	2.995732	0	0.000000	0.000000	1	7.000000	1.945910	257	1164.000000	7.059618	5	21.000000	3.044522	
iN	2	59	406.000000	6.006353	0	0.000000	0.000000	59	406.000000	6.006353	0	0.000000	0.000000	0	0.000000	0.000000	376	3844.000000	8.254269	59	406.000000	6.006353	
blob	4	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	
ceS	3	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	
pap	3	20	47.000000	3.850148	0	0.000000	0.000000	17	42.000000	3.737670	3	5.000000	1.609438	0	0.000000	0.000000	97	843.000000	6.736967	89	831.000000	6.722630	
ruk	3	12	65.000000	4.174387	0	0.000000	0.000000	0	0.000000	0.000000	12	65.000000	4.174387	0	0.000000	0.000000	54	258.000000	5.552960	2	4.000000	1.386294	
zEn	3	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	6	13.000000	2.564949	0	0.000000	0.000000	
ziS	3	1	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	1	8.000000	2.079442	0	0.000000	0.000000	1	8.000000	2.079442	0	0.000000	0.000000	
skru	4	38	151.000000	5.017280	0	0.000000	0.000000	36	142.000000	4.955827	2	9.000000	2.197225	0	0.000000	0.000000	39	153.000000	5.030438	36	142.000000	4.955827	
pjal	4	7	9.000000	2.197225	0	0.000000	0.000000	5	7.000000	1.945910	2	2.000000	0.693147	0	0.000000	0.000000	7	9.000000	2.197225	5	7.000000	1.945910	
pjas	4	18	46.000000	3.828641	0	0.000000	0.000000	11	35.000000	3.555348	7	11.000000	2.397895	0	0.000000	0.000000	19	48.000000	3.871201	12	37.000000	3.610918	
tric	4	5	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	5	5.000000	1.609438	0	0.000000	0.000000	367	1485.000000	7.303170	6	10.000000	2.302585	
triS	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	23	181.000000	5.198497	0	0.000000	0.000000	
plu	3	44	99.000000	4.595120	0	0.000000	0.000000	43	97.000000	4.574711	1	2.000000	0.693147	0	0.000000	0.000000	58	138.000000	4.927254	54	126.000000	4.836282	
preN	4	18	34.000000	3.526361	0	0.000000	0.000000	8	13.000000	2.564949	10	21.000000	3.044522	0	0.000000	0.000000	18	34.000000	3.526361	8	13.000000	2.564949	
preS	4	16	76.000000	4.330733	0	0.000000	0.000000	15	73.000000	4.290459	1	3.000000	1.098612	0	0.000000	0.000000	16	76.000000	4.330733	15	73.000000	4.290459	
prin	4	43	1387.000000	7.234898	0	0.000000	0.000000	39	1360.000000	7.215240	4	27.000000	3.295837	0	0.000000	0.000000	55	1407.000000	7.249215	41	1363.000000	7.217443	
prOv	4	7	13.000000	2.564949	0	0.000000	0.000000	3	6.000000	1.791759	4	7.000000	1.945910	0	0.000000	0.000000	37	1064.000000	6.969791	17	954.000000	6.860664	
treS	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
nap	3	18	32.000000	3.465736	0	0.000000	0.000000	5	12.000000	2.484907	13	20.000000	2.995732	0	0.000000	0.000000	63	868.000000	6.766192	29	787.000000	6.668228	
nav	3	6	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	6	14.000000	2.639057	0	0.000000	0.000000	253	1038.000000	6.945051	49	452.000000	6.113682	
Lir	3	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	
kON	3	8	79.000000	4.369448	0	0.000000	0.000000	0	0.000000	0.000000	8	79.000000	4.369448	0	0.000000	0.000000	9	89.000000	4.488636	0	0.000000	0.000000	
trjal	5	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	23	428.000000	6.059123	0	0.000000	0.000000	
nec	3	2	13.000000	2.564949	0	0.000000	0.000000	1	3.000000	1.098612	1	10.000000	2.302585	0	0.000000	0.000000	22	1078.000000	6.982863	17	1046.000000	6.952729	
nef	3	9	54.000000	3.988984	0	0.000000	0.000000	0	0.000000	0.000000	9	54.000000	3.988984	0	0.000000	0.000000	57	298.000000	5.697093	11	23.000000	3.135494	
nEz	3	5	293.000000	5.680173	0	0.000000	0.000000	0	0.000000	0.000000	5	293.000000	5.680173	0	0.000000	0.000000	5	293.000000	5.680173	0	0.000000	0.000000	
flat	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	3	7.000000	1.945910	0	0.000000	0.000000	
ZaZ	3	4	16.000000	2.772589	0	0.000000	0.000000	3	7.000000	1.945910	1	9.000000	2.197225	0	0.000000	0.000000	4	16.000000	2.772589	3	7.000000	1.945910	
Zjo	3	1	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	1	9.000000	2.197225	0	0.000000	0.000000	1	9.000000	2.197225	0	0.000000	0.000000	
Ner	3	6	42.000000	3.737670	0	0.000000	0.000000	0	0.000000	0.000000	5	9.000000	2.197225	1	33.000000	3.496508	53	288.000000	5.662960	0	0.000000	0.000000	
Gil	3	2	220.000000	5.393628	0	0.000000	0.000000	0	0.000000	0.000000	2	220.000000	5.393628	0	0.000000	0.000000	4	230.000000	5.438079	2	10.000000	2.302585	
Gip	3	1	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	1	7.000000	1.945910	0	0.000000	0.000000	1	7.000000	1.945910	0	0.000000	0.000000	
Grid	4	1	20.000000	2.995732	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	20.000000	2.995732	45	540.000000	6.291569	36	499.000000	6.212606	
Grom	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	
njez	4	2	34.000000	3.526361	0	0.000000	0.000000	0	0.000000	0.000000	2	34.000000	3.526361	0	0.000000	0.000000	2	34.000000	3.526361	0	0.000000	0.000000	
nof	3	4	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	4	7.000000	1.945910	0	0.000000	0.000000	17	97.000000	4.574711	1	1.000000	0.000000	
nol	3	20	531.000000	6.274762	0	0.000000	0.000000	0	0.000000	0.000000	20	531.000000	6.274762	0	0.000000	0.000000	114	968.000000	6.875232	14	36.000000	3.583519	
Lis	3	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	7	11.000000	2.397895	0	0.000000	0.000000	
drar	4	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	1	1.000000	0.000000	8	23.000000	3.135494	0	0.000000	0.000000	
skal	4	77	404.000000	6.001415	0	0.000000	0.000000	76	403.000000	5.998937	1	1.000000	0.000000	0	0.000000	0.000000	203	1408.000000	7.249926	123	965.000000	6.872128	
skri	4	79	908.000000	6.811244	0	0.000000	0.000000	58	859.000000	6.755769	21	49.000000	3.891820	0	0.000000	0.000000	332	3833.000000	8.251403	113	2573.000000	7.852828	
skriz	5	5	36.000000	3.583519	0	0.000000	0.000000	0	0.000000	0.000000	5	36.000000	3.583519	0	0.000000	0.000000	17	275.000000	5.616771	0	0.000000	0.000000	
vjEn	4	3	66.000000	4.189655	0	0.000000	0.000000	1	57.000000	4.043051	2	9.000000	2.197225	0	0.000000	0.000000	16	2857.000000	7.957527	8	2572.000000	7.852439	
sod	3	41	534.000000	6.280396	0	0.000000	0.000000	33	491.000000	6.196444	8	43.000000	3.761200	0	0.000000	0.000000	70	614.000000	6.419995	42	522.000000	6.257668	
sop	3	66	302.000000	5.710427	0	0.000000	0.000000	60	249.000000	5.517453	6	53.000000	3.970292	0	0.000000	0.000000	222	3168.000000	8.060856	199	3082.000000	8.033334	
soz	3	4	6.000000	1.791759	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	0	0.000000	0.000000	4	6.000000	1.791759	2	3.000000	1.098612	
spe	3	213	3337.000000	8.112827	0	0.000000	0.000000	207	3325.000000	8.109225	6	12.000000	2.484907	0	0.000000	0.000000	758	10313.000000	9.241161	396	5913.000000	8.684909	
